Response ID,Response Status,Country Code,Region,With which gender do you identify? ,What is your age? ,What is your marital status? ,What is your race? ,What is your education level? ,In which City/County within the Roanoke Metropolitan Area do you live? ,,In which City/County within the Roanoke Metropolitan Area do you work? ,,What is the age of the firm/company/association you work in?,What is your (firm/company/association)' s size? (# number of employees or workers),If you commute to work how far is your work from your homeplace? ,Are you the owner or renter of your house? ,How many people in your household have jobs?,How many people currently live in your household?,What is your expected/desired family size in the future including yourself and any dependents?,What is your monthly earning? ,What is your industry sector?,What is your job title?,How many hours do you typically work per week at your current job?,How do you typically work in your current job? ,What is the level of importance of physical interactions with a team in order to perform your current job?,Regardless of your current working style (Remote or in-person) have you heard about anyone who works in the same profession as you but remotely no matter where?,Regardless of your current working style (Remote or in-person) have you come across any news or information sources indicating that your profession might be shifted either partially or completely towards remote work in the future?,On a scale of 1-5 please rate your agreement with the following statement: 'During the COVID-19 pandemic working from home using technological advancements in communication (e.g. Zoom Skype Teams) was efficient in performing my job tasks.',How do you usually transport to your workplace?,,,,,,Regardless of your current working style what is the future work style do you prefer? ,If you work in-person (commute to work) how would you rank your preferred living area within Roanoke Metropolitan Area considering your income and affordability? (1 is the most preferred)? ,,,,If you work remotely how would you rank your preferred areas to live within Roanoke Metropolitan Area considering your income and affordability? (1 is the most preferred)?,,,,In the past ten years how many times have you relocated your living place?,If you currently work in person in an urban area and live close to your workplace but your job is shifting to a partially remote you may be thinking about whether it makes sense to move to a suburban area. How would you contemplate relocating to the suburbs in this scenario?,If you currently work in person in an urban area and live close to your workplace but your job is shifting completely remote you may be thinking about whether it makes sense to move to a suburban area. How would you contemplate relocating to the suburbs in this scenario?,Your colleagues/friends have shifted to remote work and moved from an urban area to a suburban or rural area. Would you be able to consider a move to a rural area if you also have the option to work remotely like them?,Proximity to my workplace,Proximity to Centeral Business Area (CBD),Closest to amenities,Close to schools,Close to roads (Accessible),Close to transportation means,The sense of community (Belongingness),safety (less crime rate),Affordability for housing and living costs ,civilized and city lifestyle,rural and suburbia lifestyle,more spacious living space  & large lot size,Career growth opportunity
104591924,Completed,US,MI,1,2,2,1,2,2,"CHICAGO, Illinois (60606)",1,"CHICAGO, Illinois (60603)",2,2,25,1,2,2,1,1,8,manager,2,1,2,2,2,4,,,1,,,,2,1,3,2,4,2,1,4,3,3,2,1,1,5,5,4,5,4,5,4,5,5,4,5,5,4
104591925,Completed,US,OR,1,2,2,1,2,2,"CHICAGO, Illinois (60606)",1,"CHICAGO, Illinois (60603)",2,2,25,1,2,2,1,1,8,manager,2,1,2,2,2,4,,,1,,,,2,1,3,2,4,2,1,4,3,3,2,1,1,5,5,4,5,4,5,4,5,5,4,5,5,4
104591926,Completed,US,MD,1,2,2,1,2,2,"CHICAGO, Illinois (60606)",1,"CHICAGO, Illinois (60603)",2,2,25,1,2,2,1,1,8,manager,2,1,2,2,2,4,,,1,,,,2,1,3,2,4,2,1,4,3,3,2,1,1,5,5,4,5,4,5,4,5,5,4,5,5,4
104591929,Completed,US,CA,1,2,2,1,2,2,"CHICAGO, Illinois (60606)",1,"CHICAGO, Illinois (60603)",2,2,25,1,2,2,1,1,8,manager,2,1,2,2,2,4,,,1,,,,2,1,3,2,4,2,1,4,3,3,2,1,1,5,5,4,5,4,5,4,5,5,4,5,5,4
104591930,Completed,US,OH,1,2,2,1,2,2,"CHICAGO, Illinois (60606)",1,"CHICAGO, Illinois (60603)",2,2,25,1,2,2,1,1,8,manager,2,1,2,2,2,4,,,1,,,,2,1,3,2,4,2,1,4,3,3,2,1,1,5,5,4,5,4,5,4,5,5,4,5,5,4
104592030,Completed,US,IL,1,3,4,2,2,2,"CHICAGO, Illinois (60606)",5,"NEW YORK, New York (10007)",3,3,2000,1,1,3,4,2,7,manager,2,1,4,4,1,4,,,1,,,,1,2,1,4,3,2,1,3,4,3,1,2,1,4,5,5,4,5,5,4,5,4,5,5,5,5
104592031,Completed,US,WV,1,3,4,2,2,2,"CHICAGO, Illinois (60606)",5,"NEW YORK, New York (10007)",3,3,2000,1,1,3,4,2,7,manager,2,1,4,4,1,4,,,1,,,,1,2,1,4,3,2,1,3,4,3,1,2,1,4,5,5,4,5,5,4,5,4,5,5,5,5
104592032,Completed,US,VA,1,3,4,2,3,,"CHICAGO, Illinois (60606)",5,"NEW YORK, New York (10007)",3,3,2000,1,1,3,4,2,7,manager,2,1,4,4,1,4,,,1,,,,1,2,1,4,3,2,1,3,4,3,1,2,1,4,5,5,4,5,5,4,5,4,5,5,5,5
104592033,Completed,US,GA,1,3,4,2,2,2,"CHICAGO, Illinois (60606)",5,"NEW YORK, New York (10007)",3,3,2000,1,1,3,4,2,7,manager,2,1,4,4,1,4,,,1,,,,1,2,1,4,3,2,1,3,4,3,1,2,1,4,5,5,4,5,5,4,5,4,5,5,5,5
104592034,Completed,US,,1,3,4,2,2,2,"CHICAGO, Illinois (60606)",5,"NEW YORK, New York (10007)",3,3,2000,1,1,3,4,2,7,manager,2,1,4,4,1,4,,,1,,,,1,2,1,4,3,2,1,3,4,3,1,2,1,4,5,5,4,5,5,4,5,4,5,5,5,5
104592035,Completed,US,FL,1,3,4,2,3,,"CHICAGO, Illinois (60606)",5,"NEW YORK, New York (10007)",3,3,2000,1,1,3,4,2,7,manager,2,1,4,4,1,4,,,1,,,,1,2,1,4,3,2,1,3,4,3,1,2,1,4,5,5,4,5,5,4,5,4,5,5,5,5
104592093,Completed,US,LA,1,2,3,1,5,2,"CHICAGO, Illinois (60606)",3,"CHICAGO, Illinois (60606)",3,2,200,1,2,3,2,1,9,manager,2,1,2,3,1,4,,,,1,,,1,1,2,4,3,2,1,3,4,4,1,1,1,4,5,4,5,4,5,4,5,3,3,4,5,5
104592094,Completed,US,CA,1,2,3,1,5,2,"CHICAGO, Illinois (60606)",,"CHICAGO, Illinois (60606)",3,2,200,1,2,3,2,1,9,manager,2,1,2,3,1,4,,,,1,,,1,1,2,4,3,2,1,3,4,4,1,1,1,4,5,4,5,4,5,4,5,3,3,4,5,5
104592095,Completed,US,,1,2,3,1,5,2,"CHICAGO, Illinois (60606)",,"CHICAGO, Illinois (60606)",3,2,200,1,2,3,2,1,9,manager,2,1,2,3,1,4,,,,1,,,1,1,2,4,3,2,0,0,0,,3,1,1,4,5,4,5,4,5,4,5,3,3,4,5,5
104592096,Completed,US,NC,1,2,3,1,5,2,"CHICAGO, Illinois (60606)",3,"CHICAGO, Illinois (60606)",3,2,200,1,2,3,2,1,9,manager,2,1,2,3,1,4,,,,1,,,1,1,2,4,3,2,0,0,0,,3,1,1,4,5,4,5,4,5,4,5,3,3,4,5,5
104592097,Completed,US,FL,1,2,3,1,5,2,"CHICAGO, Illinois (60606)",3,"CHICAGO, Illinois (60606)",3,2,200,1,2,3,2,1,9,manager,2,1,2,3,1,4,,,,1,,,1,1,2,4,3,2,1,3,4,4,1,1,1,4,5,4,5,4,5,4,5,3,3,4,5,5
104592123,Completed,US,NC,1,3,1,1,2,2,,1,,3,1,5,1,2,3,5,3,7,salesman,3,3,4,4,2,4,1,,,,,,1,1,2,3,4,1,2,3,4,3,1,1,3,5,5,4,4,4,4,4,5,2,5,5,5,5
104592152,Completed,US,TX,1,2,3,1,5,2,"CHICAGO, Illinois (60606)",3,"CHICAGO, Illinois (60606)",3,2,200,1,2,3,2,1,9,manager,2,1,2,3,1,4,,,,1,,,1,1,2,4,3,2,0,0,0,,3,1,1,4,5,4,5,4,5,4,5,3,3,4,5,5
104592211,Completed,US,IL,1,4,2,1,2,,"ROLLING MEADOWS, Illinois (60008)",1,"BENT MOUNTAIN, Virginia (24059)",3,,4,2,2,3,4,2,1,护林员,3,3,4,1,2,2,,,,1,,,4,0,0,1,0,0,0,1,0,2,2,2,2,5,,5,5,5,5,5,5,5,5,5,5,5
104592232,Completed,US,LA,1,2,2,2,2,3,"CHICAGO, Illinois (60606)",3,"CHICAGO, Illinois (60606)",3,2,200,1,2,2,2,2,8,manager,1,1,3,2,1,4,,,1,,,,1,1,2,4,3,2,1,3,4,4,1,2,1,5,4,5,5,4,5,5,4,5,5,5,4,5
104592234,Completed,US,GA,1,2,2,2,2,3,"CHICAGO, Illinois (60606)",3,"CHICAGO, Illinois (60606)",3,2,200,1,2,2,2,2,8,manager,1,1,3,2,1,4,,,1,,,,1,1,2,4,3,2,1,3,4,4,1,2,1,5,4,5,5,4,5,5,4,5,5,5,4,5
104592235,Completed,US,FL,1,2,2,2,2,3,"CHICAGO, Illinois (60606)",3,"CHICAGO, Illinois (60606)",3,2,200,1,2,2,2,2,8,manager,1,1,3,2,1,4,,,1,,,,1,1,2,4,3,2,1,3,4,4,1,2,1,5,4,5,5,4,5,5,4,5,5,5,4,5
104592237,Completed,US,PA,1,2,2,2,2,3,"CHICAGO, Illinois (60606)",3,"CHICAGO, Illinois (60606)",3,2,200,1,2,2,2,2,8,manager,1,1,3,2,1,4,,,1,,,,1,1,2,4,3,2,1,3,4,4,1,2,1,5,4,5,5,4,5,5,4,5,5,5,4,5
104592238,Completed,US,IL,1,2,2,2,2,3,"CHICAGO, Illinois (60606)",3,"CHICAGO, Illinois (60606)",3,2,200,1,2,2,2,2,8,manager,1,1,3,2,1,4,,,1,,,,1,1,2,4,3,2,1,3,4,4,1,2,1,5,4,5,5,4,5,5,4,5,5,5,4,5
104592239,Completed,US,CA,1,2,2,2,2,3,"CHICAGO, Illinois (60606)",3,"CHICAGO, Illinois (60606)",3,2,200,1,2,2,2,2,8,manager,1,1,3,2,1,4,,,1,,,,1,1,2,4,3,2,1,3,4,4,1,2,1,5,4,5,5,4,5,5,4,5,5,5,4,5
104592317,Completed,US,MA,1,3,1,1,2,1,"ROANOKE, Virginia (24011)",1,"ROANOKE, Virginia (24011)",3,2,3,2,1,1,3,2,17,network writer,3,4,2,4,3,5,,,,,,1,4,4,3,1,2,4,3,1,2,3,3,3,1,2,1,3,2,3,3,2,4,2,3,2,3,4
104592333,Completed,US,NJ,1,4,2,3,2,4,"CHICAGO, Illinois (60606)",,"CHICAGO, Illinois (60606)",2,3,50,1,2,3,2,2,7,manager,2,1,2,3,1,4,,,,1,,,1,2,1,4,3,1,2,3,4,4,1,1,1,5,5,4,5,4,5,4,5,4,4,5,4,5
104592334,Completed,US,FL,1,4,2,3,2,4,"CHICAGO, Illinois (60606)",,"CHICAGO, Illinois (60606)",2,3,50,1,2,3,2,2,7,manager,2,1,2,3,1,4,,,,1,,,1,2,1,4,3,1,2,3,4,4,1,1,1,5,5,4,5,4,5,4,5,4,4,5,4,5
104592335,Completed,US,CT,1,4,2,3,2,4,"CHICAGO, Illinois (60606)",3,"CHICAGO, Illinois (60606)",2,3,50,1,2,3,2,2,7,manager,2,1,2,3,1,4,,,,1,,,1,2,1,4,3,1,2,3,4,4,1,1,1,5,5,4,5,4,5,4,5,4,4,5,4,5
104592336,Completed,US,MN,1,4,3,3,2,4,"CHICAGO, Illinois (60606)",3,"CHICAGO, Illinois (60606)",2,3,50,1,2,3,2,2,7,manager,2,1,2,3,1,4,,,,1,,,1,2,1,4,3,2,3,4,1,3,1,1,1,5,5,4,5,4,5,4,5,4,4,5,4,5
104592337,Completed,US,,1,4,2,3,2,4,"CHICAGO, Illinois (60606)",,"CHICAGO, Illinois (60606)",2,3,50,1,2,3,2,2,7,manager,2,1,2,3,1,4,,,,1,,,1,2,1,4,3,1,2,3,4,4,1,1,1,5,5,4,5,4,5,4,5,4,4,5,4,5
104592338,Completed,US,WA,1,4,3,3,2,4,"CHICAGO, Illinois (60606)",3,"CHICAGO, Illinois (60606)",2,3,50,1,2,3,2,2,7,manager,2,1,2,3,1,4,,,,1,,,1,2,1,4,3,1,2,3,4,4,1,1,1,5,5,4,5,4,5,4,5,4,4,5,4,5
104592482,Completed,US,,2,4,2,1,5,1,"BENT MOUNTAIN, Virginia (24059)",1,"ROANOKE, Virginia (24012)",3,2,50,2,2,4,5,2,7,manager,1,3,3,2,2,4,1,1,1,,,,4,1,2,3,4,4,3,1,2,3,2,2,2,4,3,5,5,3,4,4,5,5,5,4,4,4
104592511,Completed,US,,2,3,2,1,5,1,"ROANOKE, Virginia (24013)",1,"ROANOKE, Virginia (24013)",2,4,35,2,2,3,3,2,11,be in charge of,3,1,3,4,3,5,1,,,,,,1,1,2,3,4,4,3,2,1,3,2,3,1,2,2,3,4,4,4,3,4,4,3,3,4,3
104592551,Completed,US,CA,2,2,1,1,5,1,"ROANOKE, Virginia (24011)",1,"ROANOKE, Virginia (24011)",2,2,1,2,2,3,5,2,7,online customer service,3,4,1,4,3,5,,,,,,1,1,2,1,3,4,3,2,1,4,3,2,2,2,2,1,4,2,3,3,3,4,3,3,3,3,3
104592620,Completed,US,CA,2,3,2,1,6,1,"ROANOKE, Virginia (24016)",1,"ROANOKE, Virginia (24015)",2,4,3,1,2,3,4,2,14,Production Manager,3,1,3,5,3,4,,1,,,1,,4,1,2,3,4,4,2,1,3,3,2,1,1,5,5,2,3,2,3,5,1,2,1,4,4,3
104592673,Completed,US,NY,1,3,2,1,7,1,"BENT MOUNTAIN, Virginia (24059)",1,"BENT MOUNTAIN, Virginia (24059)",3,1,30,2,2,3,4,2,10,Insurance broker,1,3,2,4,3,5,1,1,1,,,,4,2,1,3,4,3,1,2,4,4,2,2,2,4,4,5,5,4,5,5,5,5,5,4,5,5
104592677,Completed,EC,G,1,2,1,1,5,1,"ROANOKE, Virginia (24001)",1,"ROANOKE, Virginia (24001)",1,1,13,1,1,1,4,3,9,Information engineer,4,1,4,4,2,5,1,,,,,,3,1,0,0,0,1,0,0,0,1,1,1,2,2,5,1,4,4,4,3,5,5,4,5,4,4
104592680,Completed,US,AZ,1,3,2,1,5,1,,1,,3,2,15,1,2,3,4,3,5,,3,4,2,2,2,3,1,,,,,,1,1,0,0,0,1,0,0,0,1,1,1,1,3,4,3,4,3,4,3,4,4,5,3,3,4
104592785,Completed,US,,2,3,2,1,6,3,,4,,2,4,30,1,3,3,5,3,5,director,3,3,4,2,2,4,1,,,,,,3,1,3,2,4,4,1,2,3,4,1,1,2,3,4,4,3,2,2,3,4,5,3,3,2,4
104592804,Completed,US,,2,4,2,1,5,2,"ALBANY, Oregon (97321)",2,"ALBANY, Oregon (97321)",3,3,26,2,2,4,4,2,4,Director,3,3,4,4,2,5,1,,1,,,,1,1,2,4,3,4,3,1,2,3,2,3,1,3,2,4,4,4,4,3,4,4,3,3,3,4
104592808,Completed,US,HI,2,3,1,1,6,1,"NEWARK, Delaware (19714)",1,"NEWARK, Delaware (19714)",4,4,15,1,1,1,2,2,11, manager,3,4,3,4,3,5,1,,,,,,4,1,2,3,4,3,4,2,1,3,2,3,1,3,4,3,2,3,3,3,4,4,4,3,3,4
104592933,Completed,US,AZ,2,3,5,5,4,3,,3,,2,2,20,1,2,2,4,2,5,boss,2,3,2,3,2,3,,,1,,,,2,2,3,1,4,1,3,2,4,3,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3
104593015,Completed,US,NC,2,3,1,1,6,1,"ROANOKE, Virginia (24002)",2,"ROANOKE, Virginia (24002)",2,,25,1,1,1,5,3,10,waiter,3,2,4,4,2,4,,1,,,,,2,0,0,1,0,0,0,1,0,1,2,2,1,4,1,4,5,5,5,4,4,4,4,5,3,5
104593193,Completed,US,NY,1,3,1,1,5,1,"BENT MOUNTAIN, Virginia (24059)",1,,4,3,2,2,3,4,5,3,3,职员,4,4,4,4,2,3,1,,,,,,4,0,1,0,0,0,1,0,0,2,2,2,2,2,1,3,1,4,4,2,5,4,5,1,2,5
104593388,Completed,US,VA,2,5,,,,,"ROANOKE, Virginia (24016)",,"ROANOKE, Virginia (24015)",4,5,15,2,1,,,3,11,Product Manager,4,2,,,,,,,,,,,2,2,1,4,3,2,4,3,1,4,3,3,1,5,5,2,2,5,5,3,3,5,5,5,1,1
104593389,Completed,US,VA,1,,,8,,,"ROANOKE, Virginia (24016)",,,4,2,4,1,2,,,3,15,HRA,1,4,,,,,,,,,,,3,1,3,4,2,1,4,3,2,2,2,1,2,1,5,3,1,4,3,1,5,5,4,5,2,3
104593391,Completed,US,VA,2,,,8,,,"ROANOKE, Virginia (24016)",,"ROANOKE, Virginia (24015)",5,3,7,1,3,,,1,,,,,4,6,3,4,,1,,,,,3,2,1,4,3,3,1,4,2,3,3,1,3,2,4,1,4,2,3,5,1,5,2,5,5,5
104593392,Completed,US,VA,2,,,,,,"ROANOKE, Virginia (24016)",,"ROANOKE, Virginia (24015)",4,1,11,2,3,,,2,1,Product Manager,3,2,,,,,,,,,,,2,3,1,2,4,2,4,1,3,2,3,3,2,5,2,3,4,2,4,5,5,5,2,3,5,5
104593393,Completed,US,VA,1,,,,,,"ROANOKE, Virginia (24016)",,"ROANOKE, Virginia (24015)",2,3,9,2,2,,,1,,,,,3,4,3,4,,,1,,,,1,1,3,2,4,4,3,1,2,5,2,1,2,4,2,5,1,1,3,4,5,3,3,5,1,3
104593396,Completed,US,VA,2,5,,,,,"ROANOKE, Virginia (24016)",,"ROANOKE, Virginia (24015)",3,4,7,1,3,,,3,,,,,4,2,2,4,,1,1,,,,4,1,3,4,2,4,2,3,1,3,2,3,1,2,3,3,5,4,1,1,1,4,2,5,3,1
104593404,Completed,US,VA,,,,,,,,,,,,,,,,,,3,General Manager,3,2,4,5,1,4,1,,,1,,,4,3,2,4,1,4,1,2,3,2,2,3,2,2,2,1,3,1,1,4,5,4,1,1,1,4
104593405,Completed,US,VA,1,,,8,,,"ROANOKE, Virginia (24014)",,"ROANOKE, Virginia (24018)",2,4,13,2,1,,,4,,,,,3,6,2,4,,,,,,1,3,3,4,2,1,1,3,2,4,4,3,2,1,1,5,1,3,3,2,2,4,3,3,3,1,4
104593406,Completed,US,VA,2,,,,,,"ROANOKE, Virginia (24012)",,"ROANOKE, Virginia (24019)",3,5,5,1,3,,,3,,,,,3,1,3,5,,,1,,1,,1,2,3,4,1,3,1,4,2,2,3,1,2,2,1,4,5,3,5,1,1,4,1,1,5,4
104593407,Completed,US,VA,1,,,8,,,"ROANOKE, Virginia (24014)",,"ROANOKE, Virginia (24018)",3,2,15,1,3,,,3,1,Chief Information Officer,2,1,,,,,,,,,,,4,2,3,1,4,4,2,3,1,3,3,2,1,2,5,3,5,1,2,4,3,2,3,2,1,2
104593408,Completed,US,VA,2,,,,,,"ROANOKE, Virginia (24012)",,"ROANOKE, Virginia (24019)",5,2,13,1,1,,,3,,,,,4,1,2,5,1,,,,1,,3,3,4,1,2,3,4,1,2,1,2,2,1,5,1,3,4,4,5,5,3,5,4,3,2,3
104593410,Completed,US,VA,1,5,,,,,"ROANOKE, Virginia (24012)",,"ROANOKE, Virginia (24019)",3,1,8,1,1,,,2,3,Production Manager,3,3,5,5,3,4,,,,,,1,3,2,1,3,4,4,2,3,1,3,3,3,3,4,2,2,5,4,1,4,4,2,2,2,3,3
104593417,Completed,US,,2,5,,,,,"ROANOKE, Virginia (24014)",,"ROANOKE, Virginia (24018)",5,5,4,2,1,,,3,,,,,5,5,2,4,1,,,1,,,4,4,3,2,1,3,1,2,4,2,2,3,2,5,5,2,1,3,1,1,5,5,5,4,4,3
104593503,Completed,US,OR,2,3,1,1,4,1,"ROANOKE, Illinois (61561)",1,"ROANOKE, Illinois (61561)",3,2,2.3,1,3,4,3,1,10,Insurance Product Sales,3,3,3,2,,,,,,,,,,2,1,3,4,,,,,3,3,,,,,,,,,,,,,,,
104593742,Completed,US,MD,1,3,2,1,5,6,"FRANKLIN, Ohio (45005)",6,"FRANKLIN, Ohio (45005)",2,3,4,2,3,4,5,2,15,Graduate teaching assistant,3,2,2,3,2,3,,,,1,,,3,1,3,2,4,1,2,3,4,3,2,2,2,4,4,4,4,4,4,4,4,4,4,3,3,4
104593841,Completed,US,VA,1,,,8,,,"ROANOKE, Virginia (24012)",,"ROANOKE, Virginia (24019)",3,1,8,2,1,,,2,,,,,3,1,2,5,,,,1,1,,2,4,3,2,1,1,2,4,3,3,3,2,2,2,2,5,1,5,4,5,5,3,2,1,1,2
104593842,Completed,US,CA,,,,,,,,,,,,,,,,,,15,Operations Manager,3,3,,,,,,,,,,,2,1,2,4,3,3,1,2,4,2,2,3,1,1,5,4,5,4,2,1,3,3,1,2,3,1
104593844,Completed,US,VA,2,,,8,,,"ROANOKE, Virginia (24019)",,"ROANOKE, Virginia (24018)",4,4,12,2,1,,,4,14,Project Manager,1,3,,,,,,,,,,,1,4,2,3,1,2,3,4,1,4,2,1,1,2,4,4,4,3,4,1,5,2,4,4,5,5
104593845,Completed,US,VA,2,,,,,,"ROANOKE, Virginia (24019)",,"ROANOKE, Virginia (24018)",2,3,2,1,3,,,1,,,,,4,2,2,4,1,,1,,,,3,4,2,1,3,2,3,4,1,4,2,2,2,4,2,2,2,3,2,3,5,3,4,2,1,5
104593848,Completed,US,VA,1,,,8,,,"ROANOKE, Virginia (24016)",,"ROANOKE, Virginia (24018)",1,2,14,2,1,,,4,1,Product Manager,3,2,,,,,,,,,,,4,4,1,3,2,2,4,3,1,5,3,3,1,5,2,1,1,4,1,2,3,3,5,4,5,4
104593854,Completed,US,VA,2,,,8,,,"ROANOKE, Virginia (24019)",,"ROANOKE, Virginia (24018)",4,4,6,2,2,,,2,15,Product Manager,2,4,5,1,1,4,1,,1,,,,3,4,1,3,2,2,4,1,3,2,3,3,2,5,2,1,3,2,1,1,3,2,2,2,4,2
104593855,Completed,US,VA,2,,,8,,,"ROANOKE, Virginia (24019)",,"ROANOKE, Virginia (24018)",3,1,12,1,2,,,1,6,Operations Director,1,1,5,2,2,5,,,1,1,,,2,1,2,4,3,2,1,3,4,4,2,2,1,1,1,5,2,5,3,4,5,3,1,3,5,4
104593856,Completed,US,VA,2,,,,,,"ROANOKE, Virginia (24019)",,"ROANOKE, Virginia (24018)",5,5,2,1,2,,,2,20,Product Manager,4,4,3,2,1,4,,1,,,1,,2,4,2,3,1,4,2,1,3,3,2,2,3,1,4,5,3,5,2,5,2,5,2,2,2,5
104593857,Completed,US,VA,1,5,,,,,"ROANOKE, Virginia (24014)",,"ROANOKE, Virginia (24019)",3,5,15,2,3,,,4,11,Human Resource,2,4,3,5,3,4,1,,,1,,,1,4,3,1,2,1,4,3,2,1,3,3,1,4,1,2,2,3,2,1,4,5,4,2,2,4
104593860,Completed,US,VA,2,,,,,,"ROANOKE, Virginia (24014)",,"ROANOKE, Virginia (24019)",4,1,13,1,1,,,3,2,Operations Director,3,2,3,6,3,5,,1,1,,,,4,4,3,1,2,1,3,4,2,2,3,1,1,1,3,4,2,4,3,1,2,2,2,3,5,1
104593864,Completed,US,VA,,,,,,,,,,,,,,,,,,5,HRA,2,2,3,1,1,4,,,1,,,,1,1,2,3,4,1,2,4,3,3,2,3,3,3,4,5,4,4,1,4,1,5,2,3,3,2
104594233,Completed,US,OH,2,3,2,1,6,1,"NEWARK, Delaware (19714)",2,"ALBANY, Oregon (97322)",3,3,60,1,2,3,3,2,10,assistant manager,3,3,4,3,2,4,1,,,1,,,4,2,1,3,4,3,4,2,1,2,2,3,1,3,2,2,2,4,5,5,4,3,3,4,3,2
104594234,Completed,US,TX,2,3,2,5,5,2,"ALBANY, Oregon (97322)",2,"NEWHALL, California (91322)",2,3,15,2,2,3,3,2,4,manager,3,1,4,4,3,5,1,,,1,,,4,2,1,4,3,3,4,1,2,2,3,2,1,3,2,3,3,4,4,4,3,3,4,4,3,3
104594343,Completed,US,WY,2,3,1,3,7,1,"VIRGINIA BEACH, Virginia (23452)",1,"VIRGINIA BEACH, Virginia (23452)",4,5,10,1,3,5,5,3,3,operator,4,4,4,4,2,5,,,,,,1,4,2,1,3,4,4,3,2,1,2,3,3,1,4,4,2,4,4,4,4,4,4,4,4,4,4
104594816,Completed,US,FL,1,3,2,2,4,6,,6,,4,3,,2,1,2,3,2,5,,4,2,2,4,2,4,,,1,,,,4,1,2,3,4,2,1,4,3,3,1,2,1,5,2,4,3,4,4,3,5,5,4,2,3,4
104594963,Completed,US,CO,2,3,2,4,3,3,"PLEASANTON, California (94566)",3,"PITTSBURG, California (94565)",2,2,12,1,2,2,3,2,5,manager,2,2,2,3,2,2,,1,,,,,2,2,3,1,4,2,1,4,3,3,2,2,1,3,3,2,3,3,4,4,4,3,2,3,3,2
104595094,Completed,US,MA,2,3,1,3,7,1,"VIRGINIA BEACH, Virginia (23452)",1,"VIRGINIA BEACH, Virginia (23452)",4,4,10,1,3,5,5,3,3,operator,4,4,4,4,2,4,,,,,,1,4,1,2,3,4,4,3,2,1,2,3,3,1,4,4,4,2,4,4,4,4,4,4,4,4,4
104595108,Completed,US,CA,1,2,1,1,7,1,"ROANOKE, Virginia (24013)",1,"BENT MOUNTAIN, Virginia (24059)",2,3,7,2,1,1,5,2,18,hotel manager,1,3,2,4,2,5,1,,,,,,1,1,2,3,4,1,2,3,4,5,1,2,2,5,3,5,2,5,5,5,5,3,3,3,3,5
104595445,Completed,US,CO,2,3,2,1,5,1,"ALBANY, Oregon (97321)",2,"ALBANY, Oregon (97321)",3,3,25,2,2,3,3,3,5,manager,3,4,4,4,3,5,1,,,1,,,1,2,1,3,4,4,1,2,3,3,2,3,1,3,4,3,2,3,3,4,3,3,2,3,3,4
104595448,Completed,US,TN,,2,2,2,6,1,"ALBANY, Oregon (97321)",2,"ALBANY, Oregon (97321)",3,3,25,2,2,3,3,3,5,manager,3,1,4,4,3,4,1,,1,,,,1,2,1,3,4,3,4,2,1,4,2,3,1,3,4,3,2,3,3,4,3,3,4,3,3,4
104595903,Completed,US,MA,2,3,2,1,3,3,,,,,,,1,2,3,4,2,9,,3,3,2,2,2,4,1,,,,,,,,,,,2,3,1,4,,,,,,,,,,,,,,,,,
104596736,Completed,US,CA,1,3,2,1,5,1,"BENT MOUNTAIN, Virginia (24059)",1,"BENT MOUNTAIN, Virginia (24059)",2,5,10,1,3,5,5,3,15,,3,3,4,4,2,5,1,,,,,,3,1,2,3,4,1,2,3,4,3,1,1,2,5,4,5,5,4,4,4,5,5,4,2,4,5
104597199,Completed,US,CA,2,3,2,1,5,3,,3,,4,3,,1,1,2,3,3,3,,3,4,4,4,3,5,1,,,,,,1,2,1,4,3,3,4,2,1,2,2,1,1,2,2,3,4,2,3,3,5,4,2,3,4,3
104597654,Completed,US,NY,2,3,2,1,5,2,"DETROIT, Oregon (97342)",2,"SALEM, Oregon (97301)",3,3,25,2,2,3,3,2,11,manager,3,4,3,4,3,4,1,,,1,,,4,2,1,3,4,3,2,1,4,2,3,2,1,3,4,3,2,3,3,3,4,3,3,3,2,3
104597658,Completed,US,CA,2,3,2,1,5,2,"SALEM, Oregon (97317)",2,"SALEM, Oregon (97317)",2,3,15,2,2,3,3,3,5,manager,2,3,4,5,2,4,1,,,,,,3,1,2,3,4,3,4,2,1,2,2,3,1,3,4,3,2,3,3,3,2,3,4,3,3,2
104598184,Completed,US,CA,1,3,2,3,6,1,"RANCHO CORDOVA, California (95742)",1,,2,3,10,1,2,2,3,3,4,Project manager,4,3,4,4,2,4,1,,,,,,4,1,2,3,4,2,1,3,4,3,2,2,2,5,5,5,4,4,5,5,5,4,4,4,5,5
104598927,Completed,PS,,2,3,2,2,3,3,"COLUMBIA, Maryland (21045)",3,"DEER PARK, Texas (77536)",2,2,5,2,2,4,4,2,5,Manufacturing engineer,4,3,3,4,2,3,1,,1,,,,3,2,3,1,4,1,2,3,4,3,2,2,2,5,3,4,3,4,4,5,5,4,4,4,4,5
104599950,Completed,US,CA,2,4,2,6,5,2,"ALBANY, Oregon (97321)",2,"ALBANY, Oregon (97321)",3,4,16,1,2,4,4,3,4,"Manager,",3,4,3,4,3,3,,,1,1,,,4,2,1,4,3,3,4,2,1,2,3,2,2,3,4,4,3,5,4,3,2,3,2,3,3,3
